image,class_id,confidence,best_iou,nonconformity
000000000626.jpg,74,0.8697578310966492,0.895428,0.130242
000000000626.jpg,74,0.7906252145767212,0.915899,0.209375
000000000260.jpg,0,0.8615484833717346,0.97792,0.138452
000000000260.jpg,2,0.6660776138305664,0.825405,0.333922
000000000260.jpg,5,0.6036713123321533,0.796808,0.396329
000000000260.jpg,28,0.527643620967865,0.812,0.472356
000000000260.jpg,28,0.4005722105503082,0.740597,0.599428
000000000260.jpg,28,0.34727221727371216,0.703818,0.652728
000000000397.jpg,53,0.9053341150283813,0.949625,0.094666
000000000397.jpg,56,0.3275025486946106,0.599498,0.672497
000000000560.jpg,58,0.7474749684333801,0.891761,0.252525
000000000560.jpg,71,0.6621716618537903,0.817427,0.337828
000000000634.jpg,0,0.9106317162513733,0.940247,0.089368
000000000634.jpg,0,0.794029712677002,0.885749,0.20597
000000000634.jpg,0,0.6972844004631042,0.844287,0.302716
000000000634.jpg,0,0.5595690608024597,0.836981,0.440431
000000000634.jpg,0,0.45699912309646606,0.770036,0.543001
000000000634.jpg,36,0.44511711597442627,0.839814,0.554883
000000000064.jpg,74,0.7972220778465271,0.912582,0.202778
000000000064.jpg,2,0.7506700158119202,0.836606,0.24933
000000000077.jpg,0,0.8947358727455139,0.952272,0.105264
000000000077.jpg,0,0.8435594439506531,0.917998,0.156441
000000000077.jpg,0,0.6500626802444458,0.933253,0.349937
000000000077.jpg,36,0.5968179702758789,0.749662,0.403182
000000000077.jpg,0,0.46158427000045776,0.76967,0.538416
000000000520.jpg,14,0.7029609680175781,0.863024,0.297039
000000000520.jpg,14,0.6708815693855286,0.84597,0.329118
000000000520.jpg,14,0.6010935306549072,0.648303,0.398906
000000000520.jpg,14,0.5879803895950317,0.926947,0.41202
000000000520.jpg,14,0.5531297922134399,0.787118,0.44687
000000000520.jpg,14,0.5392296314239502,0.684162,0.46077
000000000520.jpg,0,0.44656050205230713,0.833825,0.553439
000000000034.jpg,22,0.9339748620986938,0.984279,0.066025
000000000089.jpg,69,0.9520450830459595,0.960025,0.047955
000000000089.jpg,68,0.8659612536430359,0.922815,0.134039
000000000089.jpg,43,0.8150931000709534,0.785567,0.184907
000000000089.jpg,43,0.7736513018608093,0.930258,0.226349
000000000089.jpg,43,0.7622776031494141,0.797387,0.237722
000000000089.jpg,43,0.6279125809669495,0.945037,0.372087
000000000089.jpg,43,0.44538480043411255,0.838419,0.554615
000000000201.jpg,31,0.9299113750457764,0.980468,0.070089
000000000201.jpg,31,0.888967752456665,0.857108,0.111032
000000000201.jpg,31,0.8350462317466736,0.951121,0.164954
000000000201.jpg,31,0.6158961057662964,0.755654,0.384104
000000000201.jpg,0,0.6065148711204529,0.764802,0.393485
000000000201.jpg,0,0.5231416821479797,0.593858,0.476858
000000000201.jpg,31,0.28556516766548157,0.548142,0.714435
000000000404.jpg,8,0.4578748941421509,0.581566,0.542125
000000000540.jpg,4,0.8347406983375549,0.942988,0.165259
000000000049.jpg,17,0.8495423793792725,0.945896,0.150458
000000000049.jpg,58,0.7653254270553589,0.940437,0.234675
000000000049.jpg,17,0.5774561762809753,0.782242,0.422544
000000000049.jpg,0,0.5726513862609863,0.6057,0.427349
000000000049.jpg,0,0.5077676773071289,0.646826,0.492232
000000000049.jpg,0,0.4432927668094635,0.78872,0.556707
000000000049.jpg,0,0.2655189335346222,0.781953,0.734481
000000000450.jpg,53,0.9276527762413025,0.969091,0.072347
000000000450.jpg,40,0.8237273693084717,0.888685,0.176273
000000000450.jpg,41,0.6282956004142761,0.941966,0.371704
000000000450.jpg,60,0.4868793487548828,0.981483,0.513121
000000000584.jpg,51,0.6024590730667114,0.895817,0.397541
000000000584.jpg,45,0.5341070890426636,0.955401,0.465893
000000000584.jpg,44,0.38261571526527405,0.544512,0.617384
000000000584.jpg,51,0.3684408366680145,0.92595,0.631559
000000000544.jpg,0,0.9014449715614319,0.920248,0.098555
000000000544.jpg,0,0.8971331715583801,0.965298,0.102867
000000000544.jpg,0,0.8954169750213623,0.954372,0.104583
000000000544.jpg,35,0.670001208782196,0.715192,0.329999
000000000544.jpg,0,0.538455069065094,0.905136,0.461545
000000000544.jpg,0,0.4506970942020416,0.831767,0.549303
000000000544.jpg,0,0.4093872308731079,0.856766,0.590613
000000000544.jpg,34,0.3762330710887909,0.757575,0.623767
000000000544.jpg,0,0.3180716931819916,0.849342,0.681928
000000000544.jpg,0,0.2809171974658966,0.933823,0.719083
000000000544.jpg,0,0.2605036199092865,0.92155,0.739496
000000000326.jpg,0,0.7502602338790894,0.940831,0.24974
000000000326.jpg,40,0.6708138585090637,0.825845,0.329186
000000000312.jpg,20,0.9404149651527405,0.977575,0.059585
000000000312.jpg,20,0.9303938746452332,0.967791,0.069606
000000000312.jpg,20,0.8238874673843384,0.875209,0.176113
000000000312.jpg,20,0.7826443314552307,0.833038,0.217356
000000000312.jpg,20,0.4643710255622864,0.80102,0.535629
000000000472.jpg,4,0.8103796243667603,0.885047,0.18962
000000000294.jpg,0,0.9120091199874878,0.966637,0.087991
000000000294.jpg,68,0.7894250154495239,0.951274,0.210575
000000000474.jpg,35,0.9057629704475403,0.883381,0.094237
000000000474.jpg,0,0.8637233972549438,0.913662,0.136277
000000000636.jpg,61,0.875636637210846,0.959792,0.124363
000000000443.jpg,65,0.8440629839897156,0.965354,0.155937
000000000443.jpg,0,0.3303509056568146,0.878367,0.669649
000000000595.jpg,62,0.46195030212402344,0.877855,0.53805
000000000247.jpg,2,0.7923247814178467,0.86703,0.207675
000000000349.jpg,6,0.7792714834213257,0.885522,0.220729
000000000349.jpg,58,0.5924025774002075,0.968169,0.407597
000000000502.jpg,21,0.9090789556503296,0.957847,0.090921
000000000308.jpg,0,0.9261322021484375,0.96229,0.073868
000000000308.jpg,0,0.9032248854637146,0.982545,0.096775
000000000308.jpg,0,0.84679114818573,0.939479,0.153209
000000000308.jpg,40,0.8345450162887573,0.846724,0.165455
000000000308.jpg,40,0.721540629863739,0.860248,0.278459
000000000308.jpg,0,0.61343914270401,0.521511,0.386561
000000000308.jpg,0,0.51319819688797,0.886225,0.486802
000000000308.jpg,0,0.4924071729183197,0.566792,0.507593
000000000308.jpg,40,0.32641810178756714,0.79239,0.673582
000000000490.jpg,16,0.9102413058280945,0.930657,0.089759
000000000490.jpg,36,0.5029500722885132,0.894392,0.49705
000000000581.jpg,16,0.2660439908504486,0.673819,0.733956
000000000338.jpg,74,0.8999881744384766,0.870666,0.100012
000000000338.jpg,0,0.8863312005996704,0.944308,0.113669
000000000338.jpg,0,0.86180579662323,0.96264,0.138194
000000000338.jpg,72,0.8451391458511353,0.97615,0.154861
000000000338.jpg,69,0.7138776779174805,0.750618,0.286122
000000000428.jpg,0,0.947297990322113,0.983808,0.052702
000000000428.jpg,55,0.8011042475700378,0.972379,0.198896
000000000154.jpg,22,0.9424930810928345,0.9786,0.057507
000000000154.jpg,22,0.9414411783218384,0.972535,0.058559
000000000154.jpg,22,0.9216951131820679,0.932481,0.078305
000000000625.jpg,0,0.9179075956344604,0.925416,0.082092
000000000625.jpg,0,0.9036129117012024,0.954976,0.096387
000000000625.jpg,0,0.9023196697235107,0.974316,0.09768
000000000625.jpg,29,0.8223003149032593,0.905396,0.1777
000000000357.jpg,0,0.8767481446266174,0.944272,0.123252
000000000357.jpg,0,0.8689161539077759,0.893475,0.131084
000000000357.jpg,0,0.8474094867706299,0.801588,0.152591
000000000357.jpg,0,0.7981418371200562,0.819033,0.201858
000000000357.jpg,0,0.7010621428489685,0.944223,0.298938
000000000357.jpg,0,0.6374298930168152,0.70136,0.36257
000000000357.jpg,0,0.5104905962944031,0.915226,0.489509
000000000357.jpg,0,0.3054291307926178,0.525239,0.694571
000000000370.jpg,50,0.894730806350708,0.933848,0.105269
000000000370.jpg,0,0.85540771484375,0.962835,0.144592
000000000572.jpg,28,0.8852455615997314,0.984565,0.114754
000000000572.jpg,0,0.8524152040481567,0.967025,0.147585
000000000572.jpg,0,0.7852000594139099,0.932911,0.2148
000000000196.jpg,45,0.9124094843864441,0.966274,0.087591
000000000196.jpg,45,0.7605886459350586,0.930389,0.239411
000000000196.jpg,45,0.7187023758888245,0.916383,0.281298
000000000196.jpg,45,0.643684446811676,0.975347,0.356316
000000000196.jpg,45,0.6354870796203613,0.936751,0.364513
000000000196.jpg,51,0.6079029440879822,0.72839,0.392097
000000000196.jpg,51,0.5834882855415344,0.886727,0.416512
000000000196.jpg,60,0.5196213126182556,0.94491,0.480379
000000000196.jpg,45,0.49068140983581543,0.903115,0.509319
000000000196.jpg,51,0.4848068952560425,0.821458,0.515193
000000000196.jpg,51,0.4837949573993683,0.69135,0.516205
000000000196.jpg,45,0.3820723295211792,0.928743,0.617928
000000000196.jpg,44,0.33909061551094055,0.758038,0.660909
000000000196.jpg,51,0.2585422992706299,0.538607,0.741458
000000000144.jpg,23,0.8690740466117859,0.921324,0.130926
000000000144.jpg,23,0.7348088622093201,0.507206,0.265191
000000000144.jpg,23,0.44667741656303406,0.851263,0.553323
000000000597.jpg,20,0.8446900248527527,0.924666,0.15531
000000000597.jpg,20,0.838179886341095,0.914847,0.16182
000000000597.jpg,20,0.8284189701080322,0.898205,0.171581
000000000597.jpg,20,0.8253234028816223,0.874411,0.174677
000000000597.jpg,20,0.8033452033996582,0.893474,0.196655
000000000597.jpg,20,0.664713978767395,0.687177,0.335286
000000000597.jpg,20,0.6527420282363892,0.768837,0.347258
000000000025.jpg,23,0.9012082815170288,0.960794,0.098792
000000000025.jpg,23,0.3838338851928711,0.688881,0.616166
000000000321.jpg,52,0.885111391544342,0.975403,0.114889
000000000321.jpg,52,0.3562909960746765,0.957334,0.643709
000000000110.jpg,0,0.9125442504882812,0.971596,0.087456
000000000110.jpg,0,0.8682323098182678,0.985565,0.131768
000000000110.jpg,0,0.8636967539787292,0.924711,0.136303
000000000110.jpg,0,0.8361241817474365,0.926334,0.163876
000000000110.jpg,0,0.8091360330581665,0.981532,0.190864
000000000110.jpg,53,0.5881776213645935,0.870066,0.411822
000000000110.jpg,56,0.4483684003353119,0.517388,0.551632
000000000110.jpg,0,0.40190643072128296,0.843069,0.598094
000000000110.jpg,0,0.3990612328052521,0.680343,0.600939
000000000110.jpg,60,0.39100363850593567,0.885976,0.608996
000000000110.jpg,0,0.33512187004089355,0.818314,0.664878
000000000110.jpg,56,0.2896606922149658,0.882022,0.710339
000000000110.jpg,60,0.27529722452163696,0.707749,0.724703
000000000030.jpg,75,0.8921615481376648,0.954734,0.107838
000000000030.jpg,58,0.27124401926994324,0.977762,0.728756
000000000127.jpg,43,0.8648346662521362,0.917172,0.135165
000000000127.jpg,41,0.8385484218597412,0.873167,0.161452
000000000127.jpg,55,0.8258256316184998,0.948424,0.174174
000000000127.jpg,60,0.682187020778656,0.90582,0.317813
000000000127.jpg,44,0.47582578659057617,0.922754,0.524174
000000000127.jpg,13,0.32120054960250854,0.728878,0.678799
000000000127.jpg,73,0.28680145740509033,0.801031,0.713199
000000000127.jpg,25,0.25123825669288635,0.722363,0.748762
000000000564.jpg,0,0.8842021822929382,0.913314,0.115798
000000000564.jpg,56,0.6150527596473694,0.838399,0.384947
000000000564.jpg,56,0.5047802329063416,0.842341,0.49522
000000000564.jpg,56,0.5040374398231506,0.76531,0.495963
000000000564.jpg,56,0.5014675259590149,0.892168,0.498532
000000000564.jpg,0,0.48384085297584534,0.677116,0.516159
000000000564.jpg,56,0.45388421416282654,0.848263,0.546116
000000000564.jpg,56,0.4453411102294922,0.692538,0.554659
000000000564.jpg,56,0.44507309794425964,0.508195,0.554927
000000000564.jpg,56,0.4432618319988251,0.884461,0.556738
000000000564.jpg,56,0.3961941599845886,0.838823,0.603806
000000000564.jpg,56,0.3486701250076294,0.610935,0.65133
000000000564.jpg,56,0.3365991711616516,0.847999,0.663401
000000000564.jpg,56,0.3212110996246338,0.909012,0.678789
000000000564.jpg,56,0.26036572456359863,0.570272,0.739634
000000000542.jpg,0,0.8232308030128479,0.946588,0.176769
000000000542.jpg,0,0.8015817403793335,0.938481,0.198418
000000000542.jpg,0,0.7489959597587585,0.929634,0.251004
000000000542.jpg,0,0.7175909876823425,0.866762,0.282409
000000000542.jpg,0,0.702999472618103,0.960546,0.297001
000000000542.jpg,0,0.6478042602539062,0.722152,0.352196
000000000542.jpg,4,0.6110347509384155,0.651076,0.388965
000000000542.jpg,0,0.5583167672157288,0.873596,0.441683
000000000542.jpg,0,0.3578501343727112,0.632986,0.64215
000000000542.jpg,0,0.27786433696746826,0.892636,0.722136
000000000542.jpg,0,0.2505647540092468,0.79834,0.749435
000000000488.jpg,0,0.8793111443519592,0.944977,0.120689
000000000488.jpg,0,0.8717705011367798,0.956205,0.128229
000000000488.jpg,0,0.8636106848716736,0.923971,0.136389
000000000488.jpg,0,0.8442976474761963,0.921085,0.155702
000000000488.jpg,35,0.7294044494628906,0.928353,0.270596
000000000488.jpg,32,0.29682403802871704,0.738344,0.703176
000000000488.jpg,0,0.2772115468978882,0.815206,0.722788
000000000605.jpg,41,0.9302823543548584,0.878228,0.069718
000000000605.jpg,60,0.8720099925994873,0.989335,0.12799
000000000605.jpg,41,0.844210147857666,0.967103,0.15579
000000000605.jpg,44,0.7085785865783691,0.654969,0.291421
000000000419.jpg,0,0.9085336327552795,0.648161,0.091466
000000000419.jpg,0,0.7803612351417542,0.855362,0.219639
000000000486.jpg,45,0.8387662768363953,0.89435,0.161234
000000000459.jpg,0,0.9290261268615723,0.975294,0.070974
000000000459.jpg,27,0.8592868447303772,0.838046,0.140713
000000000650.jpg,15,0.7765597701072693,0.942916,0.22344
000000000650.jpg,2,0.6373472809791565,0.9619,0.362653
000000000109.jpg,0,0.7310022711753845,0.680022,0.268998
000000000109.jpg,0,0.6410807967185974,0.615728,0.358919
000000000109.jpg,13,0.2883950173854828,0.804079,0.711605
000000000109.jpg,0,0.28586286306381226,0.858938,0.714137
000000000109.jpg,13,0.26490625739097595,0.871324,0.735094
000000000359.jpg,2,0.6259068846702576,0.873227,0.374093
000000000359.jpg,9,0.5994411110877991,0.94206,0.400559
000000000359.jpg,9,0.3932817876338959,0.950734,0.606718
000000000400.jpg,16,0.5590903759002686,0.640063,0.44091
000000000575.jpg,15,0.8755603432655334,0.941209,0.12444
000000000078.jpg,74,0.5140118598937988,0.964705,0.485988
000000000315.jpg,0,0.7502520680427551,0.915314,0.249748
000000000315.jpg,0,0.7384154796600342,0.828691,0.261585
000000000315.jpg,25,0.7257988452911377,0.916105,0.274201
000000000315.jpg,25,0.4967980980873108,0.865115,0.503202
000000000315.jpg,25,0.49355843663215637,0.845991,0.506442
000000000315.jpg,25,0.48845335841178894,0.897993,0.511547
000000000315.jpg,0,0.47608110308647156,0.761271,0.523919
000000000315.jpg,25,0.45214956998825073,0.811926,0.54785
000000000315.jpg,25,0.44953012466430664,0.648608,0.55047
000000000315.jpg,25,0.32823309302330017,0.523574,0.671767
000000000315.jpg,0,0.3059930205345154,0.804072,0.694007
000000000315.jpg,25,0.2724460959434509,0.560105,0.727554
000000000562.jpg,79,0.7105569243431091,0.892211,0.289443
000000000562.jpg,79,0.38433507084846497,0.752328,0.615665
000000000562.jpg,79,0.3392440378665924,0.530842,0.660756
