model,confidence,correct
FP32,0.39100363850593567,1
FP32,0.38449904322624207,1
FP32,0.33512187004089355,1
FP32,0.2896606922149658,1
FP32,0.2795366942882538,0
FP32,0.27529722452163696,1
FP32,0.26697421073913574,0
FP32,0.8727399706840515,1
FP32,0.8639696836471558,1
FP32,0.8510132431983948,1
FP32,0.7800331711769104,1
FP32,0.6031222343444824,1
FP32,0.551365077495575,1
FP32,0.4541970491409302,1
FP32,0.36631572246551514,1
FP32,0.34918591380119324,0
FP32,0.8648346662521362,1
FP32,0.8385484218597412,1
FP32,0.8258256316184998,1
FP32,0.682187020778656,1
FP32,0.47582578659057617,1
FP32,0.32120054960250854,1
FP32,0.28680145740509033,1
FP32,0.25123825669288635,1
FP32,0.4088914692401886,1
FP32,0.9306304454803467,1
FP32,0.9222739338874817,1
FP32,0.7577784061431885,1
FP32,0.5416976809501648,1
FP32,0.410754531621933,1
FP32,0.7973587512969971,1
FP32,0.7704641819000244,1
FP32,0.7199697494506836,0
FP32,0.6949965357780457,1
FP32,0.6913890838623047,1
FP32,0.5124316215515137,0
FP32,0.48053663969039917,1
FP32,0.41741278767585754,0
FP32,0.3311212956905365,0
FP32,0.28953006863594055,0
FP32,0.7552381753921509,0
FP32,0.6048301458358765,1
FP32,0.5007373690605164,0
FP32,0.41104942560195923,0
FP32,0.39832907915115356,0
FP32,0.3955724835395813,0
FP32,0.38921740651130676,0
FP32,0.334956556558609,0
FP32,0.251459538936615,0
FP32,0.9216253161430359,1
FP32,0.725752055644989,1
FP32,0.6554235816001892,1
FP32,0.554181694984436,1
FP32,0.5234806537628174,1
FP32,0.3666490614414215,1
FP32,0.2934885323047638,0
FP32,0.8690740466117859,1
FP32,0.7348088622093201,1
FP32,0.6831870079040527,1
FP32,0.44667741656303406,1
FP32,0.5917659401893616,1
FP32,0.4832601845264435,1
FP32,0.4803435802459717,1
FP32,0.45832616090774536,0
FP32,0.35881930589675903,1
FP32,0.2813495993614197,0
FP32,0.2754198908805847,1
FP32,0.9149177074432373,1
FP32,0.9424930810928345,1
FP32,0.9414411783218384,1
FP32,0.9216951131820679,1
FP32,0.8504865169525146,1
FP32,0.30132073163986206,1
FP32,0.29355013370513916,1
FP32,0.8668398857116699,1
FP32,0.761590301990509,1
FP32,0.5808682441711426,1
FP32,0.905917763710022,1
FP32,0.8921063542366028,1
FP32,0.8765535950660706,1
FP32,0.8548895716667175,1
FP32,0.32374107837677,1
FP32,0.32111847400665283,0
FP32,0.803630530834198,1
FP32,0.47613558173179626,0
FP32,0.29919174313545227,0
FP32,0.2620827257633209,0
FP32,0.9124094843864441,1
FP32,0.7605886459350586,1
FP32,0.7187023758888245,1
FP32,0.643684446811676,1
FP32,0.6354870796203613,1
FP32,0.6079029440879822,1
FP32,0.5834882855415344,1
FP32,0.5797894597053528,0
FP32,0.5196213126182556,1
FP32,0.5188215970993042,0
FP32,0.5039545893669128,1
FP32,0.49068140983581543,1
FP32,0.4848068952560425,1
FP32,0.4837949573993683,1
FP32,0.3820723295211792,1
FP32,0.36572694778442383,1
FP32,0.33909061551094055,1
FP32,0.33522090315818787,0
FP32,0.316123902797699,0
FP32,0.27278631925582886,0
FP32,0.2585422992706299,1
FP32,0.9299113750457764,1
FP32,0.888967752456665,1
FP32,0.8350462317466736,1
FP32,0.6158961057662964,1
FP32,0.6065148711204529,1
FP32,0.5231416821479797,1
FP32,0.3166735768318176,1
FP32,0.306045264005661,1
FP32,0.28556516766548157,1
FP32,0.8508793115615845,0
FP32,0.9041931629180908,1
FP32,0.8659915328025818,1
FP32,0.859286367893219,1
FP32,0.8192628622055054,1
FP32,0.7692817449569702,1
FP32,0.5968717336654663,1
FP32,0.4857705235481262,1
FP32,0.4779566824436188,1
FP32,0.39653027057647705,0
FP32,0.3465217351913452,1
FP32,0.34413328766822815,1
FP32,0.31112590432167053,1
FP32,0.7923247814178467,1
FP32,0.2900010049343109,0
FP32,0.25879716873168945,0
FP32,0.7034425139427185,1
FP32,0.6515851616859436,0
FP32,0.6391980051994324,1
FP32,0.6192588806152344,0
FP32,0.6175237894058228,1
FP32,0.5995340943336487,1
FP32,0.5990270972251892,1
FP32,0.5818272233009338,1
FP32,0.5762032866477966,1
FP32,0.555482804775238,0
FP32,0.5162765979766846,1
FP32,0.5103480815887451,1
FP32,0.5008693933486938,0
FP32,0.4753522276878357,1
FP32,0.37779030203819275,0
FP32,0.3667762279510498,1
FP32,0.3359321653842926,1
FP32,0.33270615339279175,1
FP32,0.2726600766181946,1
FP32,0.27197691798210144,0
FP32,0.8615484833717346,1
FP32,0.6660776138305664,1
FP32,0.6036713123321533,1
FP32,0.527643620967865,1
FP32,0.4005722105503082,1
FP32,0.34727221727371216,1
FP32,0.7520609498023987,1
FP32,0.4401898980140686,1
FP32,0.9182791709899902,1
FP32,0.7803364396095276,1
FP32,0.6731758117675781,0
FP32,0.6347252130508423,1
FP32,0.31362268328666687,1
FP32,0.2681722939014435,1
FP32,0.9120091199874878,1
FP32,0.7894250154495239,1
FP32,0.6836037635803223,0
FP32,0.3128689229488373,0
FP32,0.266480028629303,0
FP32,0.8278005719184875,1
FP32,0.6257044672966003,1
FP32,0.5995283126831055,1
FP32,0.9261322021484375,1
FP32,0.9032248854637146,1
FP32,0.84679114818573,1
FP32,0.8345450162887573,1
FP32,0.721540629863739,1
FP32,0.61343914270401,1
FP32,0.57318514585495,0
FP32,0.51319819688797,1
FP32,0.4924071729183197,1
FP32,0.4716874659061432,0
FP32,0.45493122935295105,0
FP32,0.40185943245887756,0
FP32,0.39525651931762695,0
FP32,0.33509838581085205,0
FP32,0.32641810178756714,1
FP32,0.28848737478256226,0
FP32,0.25565972924232483,0
FP32,0.4281785488128662,0
FP32,0.3453086018562317,0
FP32,0.9404149651527405,1
FP32,0.9303938746452332,1
FP32,0.8238874673843384,1
FP32,0.7826443314552307,1
FP32,0.4643710255622864,1
FP32,0.2540194094181061,1
FP32,0.7502520680427551,1
FP32,0.7384154796600342,1
FP32,0.7257988452911377,1
FP32,0.4967980980873108,1
FP32,0.49355843663215637,1
FP32,0.48845335841178894,1
FP32,0.47608110308647156,1
FP32,0.45214956998825073,1
FP32,0.44953012466430664,1
FP32,0.3529231548309326,0
FP32,0.32823309302330017,1
FP32,0.3059930205345154,1
FP32,0.2724460959434509,1
FP32,0.2538435757160187,0
FP32,0.885111391544342,1
FP32,0.5749367475509644,0
FP32,0.3562909960746765,1
FP32,0.3470454514026642,0
FP32,0.2678195536136627,0
FP32,0.9200241565704346,1
FP32,0.5885594487190247,0
FP32,0.5144901871681213,1
FP32,0.25448697805404663,0
FP32,0.7502602338790894,1
FP32,0.6708138585090637,1
FP32,0.8925080299377441,1
FP32,0.8672480583190918,1
FP32,0.8568595051765442,1
FP32,0.6030405163764954,1
FP32,0.5821369886398315,1
FP32,0.3422817885875702,1
FP32,0.2934105098247528,1
FP32,0.2568504214286804,1
FP32,0.8438606858253479,0
FP32,0.6900612115859985,1
FP32,0.634463906288147,0
FP32,0.6262649893760681,1
FP32,0.593629002571106,1
FP32,0.5437050461769104,1
FP32,0.5122218132019043,1
FP32,0.27438849210739136,0
FP32,0.8999881744384766,1
FP32,0.8863312005996704,1
FP32,0.86180579662323,1
FP32,0.8451391458511353,1
FP32,0.7138776779174805,1
FP32,0.34611964225769043,0
FP32,0.2835637629032135,0
FP32,0.7792714834213257,1
FP32,0.5924025774002075,1
FP32,0.8767481446266174,1
FP32,0.8689161539077759,1
FP32,0.8474094867706299,1
FP32,0.7981418371200562,1
FP32,0.7010621428489685,1
FP32,0.6374298930168152,1
FP32,0.5848500728607178,1
FP32,0.5104905962944031,1
FP32,0.3054291307926178,1
FP32,0.6259068846702576,1
FP32,0.5994411110877991,1
FP32,0.3932817876338959,1
FP32,0.7192172408103943,0
FP32,0.7860825657844543,1
FP32,0.6902000904083252,1
FP32,0.6518009901046753,1
FP32,0.622430682182312,1
FP32,0.47409331798553467,1
FP32,0.46877527236938477,1
FP32,0.420662522315979,1
FP32,0.404310941696167,0
FP32,0.3930872678756714,1
FP32,0.39253607392311096,1
FP32,0.2833615839481354,1
FP32,0.894730806350708,1
FP32,0.85540771484375,1
FP32,0.8493643999099731,1
FP32,0.6532264947891235,0
FP32,0.3881753385066986,0
FP32,0.3409464359283447,1
FP32,0.5750774145126343,1
FP32,0.5462125539779663,1
FP32,0.5161949396133423,0
FP32,0.3725377023220062,0
FP32,0.26093560457229614,1
FP32,0.266492635011673,0
FP32,0.9414399862289429,1
FP32,0.9141035079956055,1
FP32,0.8890424370765686,1
FP32,0.8579196333885193,1
FP32,0.7725867033004761,1
FP32,0.6392587423324585,1
FP32,0.6256241798400879,1
FP32,0.5057385563850403,0
FP32,0.3106582462787628,0
FP32,0.998799204826355,1
FP32,0.44981804490089417,0
FP32,0.39477482438087463,1
FP32,0.8917481303215027,1
FP32,0.866487979888916,1
FP32,0.8162498474121094,1
FP32,0.6657617092132568,1
FP32,0.43173813819885254,1
FP32,0.3931601345539093,1
FP32,0.32999780774116516,0
FP32,0.3181819021701813,0
FP32,0.9053341150283813,1
FP32,0.3275025486946106,1
FP32,0.5590903759002686,1
FP32,0.4578748941421509,1
FP32,0.37915530800819397,1
FP32,0.36433640122413635,1
FP32,0.3091808259487152,0
FP32,0.9356112480163574,1
FP32,0.7867686748504639,1
FP32,0.9085336327552795,1
FP32,0.7803612351417542,1
FP32,0.947297990322113,1
FP32,0.8011042475700378,1
FP32,0.9091227054595947,1
FP32,0.891677737236023,1
FP32,0.8902361392974854,1
FP32,0.8547217845916748,0
FP32,0.8515087962150574,1
FP32,0.9397137761116028,1
FP32,0.9255592226982117,1
FP32,0.9210487604141235,1
FP32,0.9052227735519409,1
FP32,0.8896717429161072,1
FP32,0.8785460591316223,1
FP32,0.8725688457489014,1
FP32,0.848506510257721,1
FP32,0.8129546046257019,1
FP32,0.7875306010246277,0
FP32,0.7794749140739441,1
FP32,0.7328477501869202,0
FP32,0.7169278264045715,0
FP32,0.6837378144264221,1
FP32,0.6794307827949524,1
FP32,0.6408045887947083,1
FP32,0.5132372975349426,0
FP32,0.4040886163711548,0
FP32,0.3006290793418884,0
FP32,0.28159281611442566,0
FP32,0.8440629839897156,1
FP32,0.5913825035095215,0
FP32,0.35613489151000977,0
FP32,0.3408820629119873,0
FP32,0.3303509056568146,1
FP32,0.8831961750984192,1
FP32,0.6926596164703369,1
FP32,0.43399059772491455,0
FP32,0.4204922318458557,1
FP32,0.9276527762413025,1
FP32,0.8237273693084717,1
FP32,0.6282956004142761,1
FP32,0.5569882988929749,0
FP32,0.4868793487548828,1
FP32,0.9290261268615723,1
FP32,0.8592868447303772,1
FP32,0.9449129104614258,1
FP32,0.8103796243667603,1
FP32,0.9057629704475403,1
FP32,0.8637233972549438,1
FP32,0.8387662768363953,1
FP32,0.45641160011291504,0
FP32,0.40860235691070557,0
FP32,0.31974565982818604,0
FP32,0.2529873549938202,0
FP32,0.8793111443519592,1
FP32,0.8717705011367798,1
FP32,0.8636106848716736,1
FP32,0.8442976474761963,1
FP32,0.7294044494628906,1
FP32,0.3000403344631195,0
FP32,0.29682403802871704,1
FP32,0.2772115468978882,1
FP32,0.9102413058280945,1
FP32,0.5029500722885132,1
FP32,0.6916925311088562,1
FP32,0.2510943114757538,0
FP32,0.9090789556503296,1
FP32,0.9255786538124084,1
FP32,0.7303194403648376,1
FP32,0.41709110140800476,0
FP32,0.33421584963798523,1
FP32,0.7029609680175781,1
FP32,0.6708815693855286,1
FP32,0.6010935306549072,1
FP32,0.5879803895950317,1
FP32,0.5531297922134399,1
FP32,0.5392296314239502,1
FP32,0.44656050205230713,1
FP32,0.8888077139854431,1
FP32,0.8164979815483093,1
FP32,0.27549242973327637,0
FP32,0.8495144844055176,1
FP32,0.8100410103797913,1
FP32,0.7426989078521729,0
FP32,0.6547876000404358,1
FP32,0.5861590504646301,1
FP32,0.5577504634857178,1
FP32,0.483906090259552,1
FP32,0.4640141427516937,1
FP32,0.3104686141014099,1
FP32,0.8798668384552002,1
FP32,0.8562933206558228,1
FP32,0.7990564703941345,1
FP32,0.5834729671478271,1
FP32,0.3240721821784973,0
FP32,0.2636491358280182,0
FP32,0.935922384262085,1
FP32,0.8887752890586853,1
FP32,0.8878555297851562,1
FP32,0.29880574345588684,0
FP32,0.8347406983375549,1
FP32,0.8232308030128479,1
FP32,0.8015817403793335,1
FP32,0.7489959597587585,1
FP32,0.7175909876823425,1
FP32,0.702999472618103,1
FP32,0.6478042602539062,1
FP32,0.6110347509384155,1
FP32,0.5583167672157288,1
FP32,0.3578501343727112,1
FP32,0.3112248480319977,0
FP32,0.27786433696746826,1
FP32,0.2596500515937805,1
FP32,0.2505647540092468,1
FP32,0.9014449715614319,1
FP32,0.8971331715583801,1
FP32,0.8954169750213623,1
FP32,0.670001208782196,1
FP32,0.538455069065094,1
FP32,0.4506970942020416,1
FP32,0.4093872308731079,1
FP32,0.3762330710887909,1
FP32,0.3180716931819916,1
FP32,0.2809171974658966,1
FP32,0.2605036199092865,1
FP32,0.7474749684333801,1
FP32,0.6621716618537903,1
FP32,0.7105569243431091,1
FP32,0.38433507084846497,1
FP32,0.3392440378665924,1
FP32,0.8842021822929382,1
FP32,0.6227564811706543,0
FP32,0.620614767074585,0
FP32,0.6150527596473694,1
FP32,0.5437703132629395,0
FP32,0.5047802329063416,1
FP32,0.5040374398231506,1
FP32,0.5014675259590149,1
FP32,0.49736788868904114,0
FP32,0.48384085297584534,1
FP32,0.47738227248191833,0
FP32,0.46130692958831787,0
FP32,0.45388421416282654,1
FP32,0.4529743194580078,0
FP32,0.4453411102294922,1
FP32,0.44507309794425964,1
FP32,0.44427186250686646,0
FP32,0.4432618319988251,1
FP32,0.4202866554260254,0
FP32,0.4100252687931061,0
FP32,0.3961941599845886,1
FP32,0.3486701250076294,1
FP32,0.3365991711616516,1
FP32,0.3348861038684845,0
FP32,0.3212110996246338,1
FP32,0.3054633140563965,0
FP32,0.26036572456359863,1
FP32,0.2571619749069214,0
FP32,0.8688103556632996,1
FP32,0.8852455615997314,1
FP32,0.8524152040481567,1
FP32,0.7852000594139099,1
FP32,0.8755603432655334,1
FP32,0.47943857312202454,0
FP32,0.2660439908504486,1
FP32,0.6024590730667114,1
FP32,0.5341070890426636,1
FP32,0.38261571526527405,1
FP32,0.3684408366680145,1
FP32,0.2914105951786041,0
FP32,0.2884097099304199,0
FP32,0.2763954699039459,1
FP32,0.9129787683486938,1
FP32,0.7218660712242126,0
FP32,0.2661129832267761,0
FP32,0.46195030212402344,1
FP32,0.8446900248527527,1
FP32,0.838179886341095,1
FP32,0.8284189701080322,1
FP32,0.8253234028816223,1
FP32,0.8033452033996582,1
FP32,0.664713978767395,1
FP32,0.6527420282363892,1
FP32,0.9403575658798218,1
FP32,0.9096068143844604,1
FP32,0.577014684677124,1
FP32,0.5227396488189697,1
FP32,0.3368729054927826,1
FP32,0.2687077522277832,1
FP32,0.9302823543548584,1
FP32,0.8720099925994873,1
FP32,0.844210147857666,1
FP32,0.7085785865783691,1
FP32,0.540755569934845,0
FP32,0.36557555198669434,0
FP32,0.6536575555801392,1
FP32,0.5870937705039978,1
FP32,0.5410099625587463,1
FP32,0.5087196230888367,0
FP32,0.485134482383728,1
FP32,0.3525153696537018,1
FP32,0.343021422624588,1
FP32,0.3369757831096649,0
FP32,0.3268964886665344,0
FP32,0.2678222060203552,0
FP32,0.7126697897911072,1
FP32,0.2531162202358246,1
FP32,0.8163742423057556,1
FP32,0.5961998105049133,1
FP32,0.5235029458999634,0
FP32,0.9179075956344604,1
FP32,0.9036129117012024,1
FP32,0.9023196697235107,1
FP32,0.8223003149032593,1
FP32,0.8697578310966492,1
FP32,0.7906252145767212,1
FP32,0.9349843859672546,1
FP32,0.9106317162513733,1
FP32,0.794029712677002,1
FP32,0.6972844004631042,1
FP32,0.5595690608024597,1
FP32,0.45699912309646606,1
FP32,0.44511711597442627,1
FP32,0.31738805770874023,1
FP32,0.875636637210846,1
FP32,0.9300556182861328,1
FP32,0.29818281531333923,1
FP32,0.2739531695842743,0
FP32,0.26927313208580017,1
FP32,0.9070497155189514,1
FP32,0.6984935998916626,1
FP32,0.420302152633667,1
FP32,0.7765597701072693,1
FP32,0.6373472809791565,1
