model,confidence,correct
INT8,0.90625,1
INT8,0.89990234375,1
INT8,0.72119140625,1
INT8,0.58203125,1
INT8,0.444091796875,1
INT8,0.442138671875,1
INT8,0.377685546875,1
INT8,0.3271484375,1
INT8,0.302001953125,1
INT8,0.269287109375,1
INT8,0.75537109375,1
INT8,0.7236328125,1
INT8,0.8076171875,1
INT8,0.34326171875,1
INT8,0.26953125,1
INT8,0.250732421875,0
INT8,0.89892578125,1
INT8,0.61669921875,1
INT8,0.5966796875,0
INT8,0.58837890625,0
INT8,0.54833984375,0
INT8,0.5361328125,1
INT8,0.52392578125,0
INT8,0.49609375,1
INT8,0.482177734375,1
INT8,0.474853515625,1
INT8,0.471435546875,0
INT8,0.470703125,1
INT8,0.46630859375,0
INT8,0.465576171875,1
INT8,0.4345703125,0
INT8,0.424560546875,0
INT8,0.421630859375,1
INT8,0.41162109375,0
INT8,0.406982421875,1
INT8,0.393798828125,0
INT8,0.39013671875,1
INT8,0.3564453125,1
INT8,0.3544921875,1
INT8,0.3330078125,1
INT8,0.299560546875,0
INT8,0.282958984375,1
INT8,0.275390625,0
INT8,0.87060546875,1
INT8,0.2607421875,1
INT8,0.9208984375,1
INT8,0.85888671875,1
INT8,0.833984375,1
INT8,0.86572265625,1
INT8,0.61474609375,1
INT8,0.5546875,1
INT8,0.458251953125,1
INT8,0.39599609375,1
INT8,0.380615234375,1
INT8,0.326904296875,0
INT8,0.296875,0
INT8,0.90234375,1
INT8,0.7509765625,0
INT8,0.326416015625,1
INT8,0.87841796875,1
INT8,0.84130859375,1
INT8,0.8388671875,1
INT8,0.81396484375,1
INT8,0.759765625,1
INT8,0.70654296875,1
INT8,0.6513671875,1
INT8,0.277099609375,1
INT8,0.96240234375,1
INT8,0.9208984375,1
INT8,0.77685546875,1
INT8,0.63134765625,1
INT8,0.51708984375,1
INT8,0.939453125,1
INT8,0.900390625,1
INT8,0.822265625,1
INT8,0.75439453125,1
INT8,0.425537109375,0
INT8,0.374755859375,0
INT8,0.68896484375,1
INT8,0.6416015625,0
INT8,0.60107421875,1
INT8,0.5615234375,1
INT8,0.5576171875,0
INT8,0.5400390625,1
INT8,0.48388671875,1
INT8,0.35986328125,1
INT8,0.3251953125,0
INT8,0.29150390625,0
INT8,0.265869140625,1
INT8,0.71337890625,1
INT8,0.273681640625,0
INT8,0.25244140625,1
INT8,0.75634765625,1
INT8,0.5771484375,1
INT8,0.513671875,0
INT8,0.271240234375,1
INT8,0.927734375,1
INT8,0.9150390625,1
INT8,0.9140625,1
INT8,0.84619140625,1
INT8,0.892578125,1
INT8,0.8056640625,1
INT8,0.9453125,1
INT8,0.9248046875,1
INT8,0.8232421875,1
INT8,0.69921875,1
INT8,0.494140625,1
INT8,0.4921875,1
INT8,0.467041015625,1
INT8,0.306884765625,1
INT8,0.260498046875,0
INT8,0.252197265625,0
INT8,0.90869140625,1
INT8,0.94140625,1
INT8,0.323974609375,0
INT8,0.2919921875,1
INT8,0.25390625,1
INT8,0.857421875,1
INT8,0.70556640625,1
INT8,0.482177734375,1
INT8,0.8095703125,1
INT8,0.64306640625,1
INT8,0.421630859375,0
